ID,class
Metazoa_SRP.81-201,rfam_trans_name
NP_001369711,refseq_peptide
ENSE00001676088,ensembl_exon_id
CHEMBL2274,chembl
CCDC30-225,hgnc_trans_name
ENSE00003530814,ensembl_exon_id
QKJ83084,protein_id
EAW62607,protein_id
AYW07749,protein_id
UPI00001DFBE8,uniparc
AF258553,embl
ENSE00003602094,ensembl_exon_id
ENSE00003931097,ensembl_exon_id
AGW59409,protein_id
HGNC:43964,hgnc_id
ENSG00000284103,ensembl_gene_id
HGNC:33085,hgnc_id
ENSE00002545239,ensembl_exon_id
ASS09611,protein_id
ENSE00003461962,ensembl_exon_id
AF400432,embl
UPI0000001659,uniparc
UPI0001B794FB,uniparc
Q9BQI5,uniprotswissprot
URS0000EF3099,rnacentral
ENSE00002275231,ensembl_exon_id
ENSE00003822577,ensembl_exon_id
NP_001333806,refseq_peptide
uc060qcw.1,ucsc
CAC20513,protein_id
ENSE00003537678,ensembl_exon_id
U04678,embl
AMZ83187,protein_id
uc001kzt.4,ucsc
NM_001003793,refseq_mrna
ENSE00002508469,ensembl_exon_id
APY21636,protein_id
ENSE00003459481,ensembl_exon_id
P60842,uniprotswissprot
uc288lly.1,ucsc
ENSE00002733992,ensembl_exon_id
APOBEC3D-203,hgnc_trans_name
ASS21392,protein_id
ENSG00000241420,ensembl_gene_id
MFAP5-201,hgnc_trans_name
AGZ96572,protein_id
ENSE00003933875,ensembl_exon_id
ENSE00003343952,ensembl_exon_id
5V88,pdb
ENSE00002585187,ensembl_exon_id
Q8WVC0-1,uniprot_isoform
ENSE00002152014,ensembl_exon_id
IPR024178,interpro
ENSE00000926474,ensembl_exon_id
ENSE00003824585,ensembl_exon_id
uc003ezk.2,ucsc
ENSE00003668416,ensembl_exon_id
ENSE00003588409,ensembl_exon_id
SSBP2-212,hgnc_trans_name
P11166,uniprotswissprot
A6XGL0-1,uniprot_isoform
ENSE00003504090,ensembl_exon_id
6R5L,pdb
NM_001388031,refseq_mrna
NP_001309002,refseq_peptide
NP_001335329,refseq_peptide
AAI04201,protein_id
BC034696,embl
KM047214,embl
Q2VPK5-5,uniprot_isoform
NM_015727,refseq_mrna
ENSE00003756192,ensembl_exon_id
URS00008B5A1F,rnacentral
ENSE00003821340,ensembl_exon_id
ANA95098,protein_id
ENSE00003474392,ensembl_exon_id
ENSE00003883221,ensembl_exon_id
NP_001158509,refseq_peptide
AFO28226,protein_id
SNORD115-22-201,hgnc_trans_name
ENSE00003864235,ensembl_exon_id
AGX92224,protein_id
ENSE00003497382,ensembl_exon_id
ENSE00002687736,ensembl_exon_id
AID14039,protein_id
ENSE00001168412,ensembl_exon_id
TCOF1-202,hgnc_trans_name
4L0P,pdb
cd17157,cdd
P19320-3,uniprot_isoform
CD2BP2-DT-202,hgnc_trans_name
UPI0000200C3B,uniparc
PTHR11595:SF26,hmmpanther
ENSE00003499845,ensembl_exon_id
ENSE00001714831,ensembl_exon_id
M75102,embl
ENSE00001667315,ensembl_exon_id
AAO14647,protein_id
ENSE00003917617,ensembl_exon_id
NM_001385684,refseq_mrna
AAH11750,protein_id
ENSE00002881265,ensembl_exon_id
ENSE00003766949,ensembl_exon_id
FAM106A-211,hgnc_trans_name
ENSE00003724603,ensembl_exon_id
ENSG00000247077,ensembl_gene_id
CSNK2B-201,hgnc_trans_name
ENSE00002685382,ensembl_exon_id
A2VCS9,uniprotsptrembl
CES4A-211,hgnc_trans_name
AAH01418,protein_id
ENSE00001815125,ensembl_exon_id
uc063qlq.1,ucsc
ARID3B-204,hgnc_trans_name
hsa-mir-384,mirbase_id
CCDS76327,ccds
ENSE00002703414,ensembl_exon_id
UPI000E6F39BA,uniparc
ENSE00002708712,ensembl_exon_id
QIQ23962,protein_id
ENSE00002584859,ensembl_exon_id
AFI51467,protein_id
AK000344,embl
AIT58803,protein_id
cd14504,cdd
ORMDL3-207,hgnc_trans_name
PTPN18,uniprot_gn_symbol
INPP5D-220,hgnc_trans_name
F8W9Y9,uniprotsptrembl
ENSE00002113903,ensembl_exon_id
1JK7,pdb
AGC21915,protein_id
PTHR10352:SF10,hmmpanther
ASZ80932,protein_id
LILRB4-246,hgnc_trans_name
RNA5SP529-201,hgnc_trans_name
ENSE00002609771,ensembl_exon_id
ARK15510,protein_id
UPI0005D00A68,uniparc
M14621,embl
uc286omm.1,ucsc
Q8NCS7-1,uniprot_isoform
uc058hqi.1,ucsc
URS0000EF708E,rnacentral
AAF27050,protein_id
ENSE00001905653,ensembl_exon_id
ENSE00002082334,ensembl_exon_id
AZJ11444,protein_id
BX247981,embl
ENSG00000253740,ensembl_gene_id
ENSE00003550909,ensembl_exon_id
ENSE00003719653,ensembl_exon_id
ENSE00003795033,ensembl_exon_id
ENSE00003548937,ensembl_exon_id
ARPP21-201,hgnc_trans_name
uc021pkm.3,ucsc
AFV54657,protein_id
Q9NRG7-2,uniprot_isoform
UPI00025A2FEC,uniparc
ENSE00003931452,ensembl_exon_id
ENSE00001398363,ensembl_exon_id
NDUFV1-223,hgnc_trans_name
AXC43240,protein_id
AHX47240,protein_id
IPR039897,interpro
ENSE00003670315,ensembl_exon_id
ENSE00001450669,ensembl_exon_id
AGW55061,protein_id
ENSE00001784818,ensembl_exon_id
AAH07253,protein_id
PTHR24381:SF295,hmmpanther
ENSE00003520278,ensembl_exon_id
COX16-203,hgnc_trans_name
AGW78623,protein_id
ZNF841-203,hgnc_trans_name
URS00008B2AB1,rnacentral
AVL85521,protein_id
CCDC13-AS1-203,hgnc_trans_name
ENSE00002668423,ensembl_exon_id
ENSE00003824906,ensembl_exon_id
AHX51133,protein_id
AHW31039,protein_id
CAQ15739,protein_id
URS00008C1A2D,rnacentral
ENSE00002546616,ensembl_exon_id
ENSE00003645189,ensembl_exon_id
NM_001190260,refseq_mrna
TMEM131-209,hgnc_trans_name
RNU6-718P-201,hgnc_trans_name
NP_001121698,refseq_peptide
NM_002445,refseq_mrna
ENSE00002389615,ensembl_exon_id
uc059eio.1,ucsc
AC135279,embl
QBY36947,protein_id
5C7O,pdb
B7ZBK6,uniprotsptrembl
AF139363,embl
ENSE00002078151,ensembl_exon_id
NM_001005241,refseq_mrna
KC990663,embl
CCDS1335,ccds
CR456765,embl
QMP95939,protein_id
Q8WW22-3,uniprot_isoform
UPI001149D5CE,uniparc
GOSR2-224,hgnc_trans_name
UPI00022F869F,uniparc
CCDS5564,ccds
ENSE00001500294,ensembl_exon_id
ADK77598,protein_id
A0A0U1RR97,uniprotsptrembl
URS00008B39AC,rnacentral
Q7Z2X4-4,uniprot_isoform
ENSE00001952269,ensembl_exon_id
ENSE00003863513,ensembl_exon_id
ENSE00003663658,ensembl_exon_id
ENSE00000962339,ensembl_exon_id
ACS48590,protein_id
HGNC:44077,hgnc_id
CAA50632,protein_id
ENSE00003639907,ensembl_exon_id
B0QZ19,uniprotsptrembl
UPI0001D3B736,uniparc
AY195582,embl
UPI0001F77F03,uniparc
AGZ70419,protein_id
ENSE00003607359,ensembl_exon_id
HGNC:43017,hgnc_id
ENSE00002701662,ensembl_exon_id
H3BQD9,uniprotsptrembl
uc287cmh.1,ucsc
uc058kjp.1,ucsc
UPI000013DA14,uniparc
QEQ13077,protein_id
ENSE00002695092,ensembl_exon_id
BEND7-207,hgnc_trans_name
URS0000D42329,rnacentral
ALH06064,protein_id
ENSE00001834408,ensembl_exon_id
ENSE00003441728,ensembl_exon_id
AC024577,embl
BAA91466,protein_id
ENSE00003906096,ensembl_exon_id
NP_001372393,refseq_peptide
GYG1,wikigene_name
SSTR2-202,hgnc_trans_name
ENSE00003685701,ensembl_exon_id
PACS2-214,hgnc_trans_name
ENSE00002192741,ensembl_exon_id
TXNDC9-203,hgnc_trans_name
SMIM29-209,hgnc_trans_name
EAW80389,protein_id
NM_001330660,refseq_mrna
TMEM59-204,hgnc_trans_name
ENSE00003799535,ensembl_exon_id
ENSE00003603743,ensembl_exon_id
ENSE00002645671,ensembl_exon_id
ENSE00002572514,ensembl_exon_id
uc060jgr.1,ucsc
NR_039656,refseq_ncrna
NP_001004488,refseq_peptide
ENSE00001870013,ensembl_exon_id
URS00006F08C3,rnacentral
ENSE00003873859,ensembl_exon_id
QEG54132,protein_id
uc001qsi.5,ucsc
AEP23547,protein_id
NR_135007,refseq_ncrna
PF18606,pfam
ENSE00001426652,ensembl_exon_id
AVL87192,protein_id
URS00009C2ACE,rnacentral
uc287wox.1,ucsc
ENSE00003523119,ensembl_exon_id
C9JAJ4,uniprotsptrembl
PRPF19-DT-201,hgnc_trans_name
uc002vwg.4,ucsc
uc060ewo.1,ucsc
PTHR15443:SF5,hmmpanther
AY217549,embl
ANKRD29-207,hgnc_trans_name
HGNC:2050,hgnc_id
NP_733774,refseq_peptide
AEQ27083,protein_id
uc057nkv.1,ucsc
AFF88899,protein_id
KY645613,embl
ENSE00001477382,ensembl_exon_id
ENSE00001141227,ensembl_exon_id
AC090735,embl
uc060wgk.1,ucsc
ENSE00001656673,ensembl_exon_id
UPI0000160023,uniparc
uc058lon.1,ucsc
ENSG00000239686,ensembl_gene_id
ENSE00002579900,ensembl_exon_id
ENSE00001302924,ensembl_exon_id
ENSG00000180626,ensembl_gene_id
ENSE00000994975,ensembl_exon_id
ENSE00003781934,ensembl_exon_id
ENSE00003593783,ensembl_exon_id
ENSE00001599601,ensembl_exon_id
5PHQ,pdb
uc058kad.1,ucsc
PNMA6A,uniprot_gn_symbol
ENSE00003844566,ensembl_exon_id
AGX91358,protein_id
ASC45255,protein_id
QFZ98136,protein_id
NM_001293296,refseq_mrna
ENSE00001661954,ensembl_exon_id
AQU25266,protein_id
NM_001256830,refseq_mrna
ENSE00002200134,ensembl_exon_id
Q8TEK8,uniprotsptrembl
UPI00021CF343,uniparc
AIS38621,protein_id
F5H413,uniprotsptrembl
ENSE00001711582,ensembl_exon_id
URS00008B6E0D,rnacentral
CCDS1287,ccds
ENSE00003576355,ensembl_exon_id
ENSE00003889520,ensembl_exon_id
SUN1-208,hgnc_trans_name
HGNC:42715,hgnc_id
H7C4N6,uniprotsptrembl
DSN1,wikigene_name
UPI0001B798DD,uniparc
X97630,embl
NM_001352642,refseq_mrna
AFO35503,protein_id
KJ446721,embl
ENSE00003800670,ensembl_exon_id
URS0000021201,rnacentral
ENSE00002846702,ensembl_exon_id
ENSE00001148173,ensembl_exon_id
ENSE00002110424,ensembl_exon_id
ENSE00002706787,ensembl_exon_id
AAR93339,protein_id
uc288mdc.1,ucsc
ENSE00003588247,ensembl_exon_id
ENSE00001618593,ensembl_exon_id
X98306,embl
ENSE00003752709,ensembl_exon_id
AGW69442,protein_id
UPI0003F48300,uniparc
ENSE00003902784,ensembl_exon_id
PTPRC-214,hgnc_trans_name
ENSE00001619093,ensembl_exon_id
ENSE00000737375,ensembl_exon_id
APD59583,protein_id
ENSE00001863288,ensembl_exon_id
ALP00617,protein_id
ENSE00002075633,ensembl_exon_id
ENSE00001597557,ensembl_exon_id
GPC3-AS1-201,hgnc_trans_name
uc061ydr.1,ucsc
CKAP5,uniprot_gn_symbol
IPR041903,interpro
ENSE00003834071,ensembl_exon_id
RYR2,wikigene_name
ENSE00001529811,ensembl_exon_id
AUT78768,protein_id
CDCA8,uniprot_gn_symbol
AFF97947,protein_id
ENSG00000158623,ensembl_gene_id
AC080078,embl
H7C5U7,uniprotsptrembl
QAT80214,protein_id
ENSE00003927577,ensembl_exon_id
ENSE00002325370,ensembl_exon_id
URS0000D6D776,rnacentral
NM_000665,refseq_mrna
CCDS11288,ccds
ENSE00003836133,ensembl_exon_id
ENSE00003661469,ensembl_exon_id
P35680,uniprotswissprot
uc061iqx.1,ucsc
EAW71155,protein_id
ENSE00001465681,ensembl_exon_id
URS00002C93A9,rnacentral
1D1Z,pdb
ENSE00001357806,ensembl_exon_id
URS00008C219D,rnacentral
AAH16879,protein_id
uc057vzd.1,ucsc
AF136173,embl
BC074863,embl
ENSE00003174613,ensembl_exon_id
MT079041,embl
ENSE00002556730,ensembl_exon_id
BAG58874,protein_id
M26123,embl
uc062hta.1,ucsc
CELF4-210,hgnc_trans_name
AZJ11119,protein_id
NM_198268,refseq_mrna
uc064fkh.1,ucsc
NM_001323974,refseq_mrna
ENSE00003815086,ensembl_exon_id
U33164,embl
KX457391,embl
AGZ77003,protein_id
ENSE00003831215,ensembl_exon_id
A0A0G2JKA5,uniprotsptrembl
ENSE00003623691,ensembl_exon_id
UPI001632434D,uniparc
ENSE00002079997,ensembl_exon_id
PS00035,scanprosite
NM_001193289,refseq_mrna
AGC17775,protein_id
HGNC:17164,hgnc_id
uc058pqz.1,ucsc
JQ044970,embl
UGT2B26P-201,hgnc_trans_name
ENSE00001731415,ensembl_exon_id
BAG60520,protein_id
ATL18710,protein_id
AAH00119,protein_id
2MW9,pdb
ENSE00002550438,ensembl_exon_id
ENSE00001830818,ensembl_exon_id
ENSE00003763838,ensembl_exon_id
NM_001350894,refseq_mrna
KC251759,embl
AAH24159,protein_id
ENSE00003666432,ensembl_exon_id
ENSE00001935410,ensembl_exon_id
AHA01049,protein_id
uc061mqs.1,ucsc
NR_033715,refseq_ncrna
BC036828,embl
uc059khd.1,ucsc
85015,entrezgene_id
EAW73066,protein_id
KRTAP20-1,wikigene_name
ENSE00001783157,ensembl_exon_id
URS0000EEC514,rnacentral
AOR47193,protein_id
AFF66473,protein_id
ENSE00003692437,ensembl_exon_id
UPI00015B7BEB,uniparc
A0A7I2V4W7,uniprotsptrembl
AQU21848,protein_id
H0YB63,uniprotsptrembl
NM_017546,refseq_mrna
ENSE00002502755,ensembl_exon_id
BC091485,embl
ZNF567-202,hgnc_trans_name
D6RJG4,uniprotsptrembl
BC030218,embl
AAB50155,protein_id
AFO36168,protein_id
UPI0003EAFC0E,uniparc
ENSE00001899774,ensembl_exon_id
ENSE00001333108,ensembl_exon_id
ENSE00001009717,ensembl_exon_id
uc061ctr.1,ucsc
TRAV1-2,uniprot_gn_symbol
uc058whx.1,ucsc
ENSE00001877589,ensembl_exon_id
BAA06188,protein_id
TDRKH-209,hgnc_trans_name
UPI000007380C,uniparc
AFO22669,protein_id
uc064rfc.1,ucsc
AF116724,embl
ENSE00001720295,ensembl_exon_id
ASS24128,protein_id
CAA53052,protein_id
PTHR22984:SF10,hmmpanther
MIR548O-201,hgnc_trans_name
AFG03479,protein_id
ENSE00001772606,ensembl_exon_id
ENSE00001363716,ensembl_exon_id
CHEMBL4491,chembl
KU639956,embl
ENSE00001332660,ensembl_exon_id
NP_899229,refseq_peptide
ENSE00003857408,ensembl_exon_id
ENSE00003883817,ensembl_exon_id
NP_004784,refseq_peptide
BAA25498,protein_id
JMJD4-205,hgnc_trans_name
ENSE00003797054,ensembl_exon_id
GPHN-207,hgnc_trans_name
BC119788,embl
ENSE00002308384,ensembl_exon_id
BAB13822,protein_id
F8WFA9,uniprotsptrembl
ENSE00003857475,ensembl_exon_id
uc003kdq.4,ucsc
FAM205A-201,hgnc_trans_name
AWJ95159,protein_id
ENSE00003522942,ensembl_exon_id
ENSG00000133895,ensembl_gene_id
QKT23720,protein_id
uc062rqa.1,ucsc
URS0000EEC147,rnacentral
ENSE00001950134,ensembl_exon_id
MBOAT4,uniprot_gn_symbol
ENSG00000254470,ensembl_gene_id
ASF84034,protein_id
DLGAP4-208,hgnc_trans_name
ENSE00002047110,ensembl_exon_id
ENSE00003640098,ensembl_exon_id
uc004brh.6,ucsc
ENSE00002169286,ensembl_exon_id
ENSE00001779282,ensembl_exon_id
OR2T5-203,hgnc_trans_name
AAH31530,protein_id
CALCOCO1,wikigene_name
TGIF2,uniprot_gn_symbol
AGZ76799,protein_id
KF162181,embl
uc287ndh.1,ucsc
ENSE00003530699,ensembl_exon_id
NM_001326346,refseq_mrna
uc060icu.1,ucsc
ENSE00001658061,ensembl_exon_id
ENSE00003482863,ensembl_exon_id
BAH16630,protein_id
uc285sqv.1,ucsc
UPI0000E5AD3D,uniparc
BK001109,embl
AAM55491,protein_id
ASC47074,protein_id
ZDHHC7-207,hgnc_trans_name
AFF66845,protein_id
ENSE00003800830,ensembl_exon_id
ENSE00003525147,ensembl_exon_id
ENSE00003737842,ensembl_exon_id
A0A494C0V9,uniprotsptrembl
ADL15044,protein_id
NP_001306970,refseq_peptide
EU372659,embl
UPI0001E8EFAA,uniparc
ENSE00003472147,ensembl_exon_id
AHX47409,protein_id
ENSG00000210154,ensembl_gene_id
ACTL11P-201,hgnc_trans_name
KRT10-202,hgnc_trans_name
ENSG00000120555,ensembl_gene_id
ENSE00001850031,ensembl_exon_id
LTBP4-223,hgnc_trans_name
ENSE00003673451,ensembl_exon_id
AAP36027,protein_id
MRPL20-AS1-212,hgnc_trans_name
AAK06380,protein_id
URS00006CF074,rnacentral
AFO32385,protein_id
ENSE00003520242,ensembl_exon_id
uc060zpi.1,ucsc
2V6H,pdb
uc003jif.5,ucsc
MN398784,embl
AMB50513,protein_id
CAG33094,protein_id
CAND1-202,hgnc_trans_name
NM_001378189,refseq_mrna
DQ368671,embl
AL049648,embl
AC100854,embl
ENSE00003908789,ensembl_exon_id
U14528,embl
ENSE00003860079,ensembl_exon_id
uc002nvl.4,ucsc
uc061uxq.1,ucsc
ENSE00003528205,ensembl_exon_id
ENSE00003550405,ensembl_exon_id
ABR94742,protein_id
AAC39757,protein_id
uc288bml.1,ucsc
APD56011,protein_id
ASZ82053,protein_id
PTHR45773:SF4,hmmpanther
L42559,embl
EAX00652,protein_id
NM_152269,refseq_mrna
HGNC:17014,hgnc_id
ENSE00001600518,ensembl_exon_id
PTHR18860:SF88,hmmpanther
ENSE00002520835,ensembl_exon_id
ENSE00001224729,ensembl_exon_id
AFO32952,protein_id
ENSE00002465787,ensembl_exon_id
AAF04142,protein_id
ENSE00001049321,ensembl_exon_id
HGNC:11801,hgnc_id
ENSE00002239437,ensembl_exon_id
ENSG00000188761,ensembl_gene_id
UPI0002466E47,uniparc
ENSG00000236542,ensembl_gene_id
ENSE00001490221,ensembl_exon_id
ENSE00002082874,ensembl_exon_id
AB067498,embl
E9PH38,uniprotsptrembl
UPI0018BCCB13,uniparc
ENSE00003791175,ensembl_exon_id
ENSE00003747939,ensembl_exon_id
UPI0001E8F0F5,uniparc
ENSE00003786919,ensembl_exon_id
ENSE00003688460,ensembl_exon_id
uc287wqn.1,ucsc
UICLM-203,hgnc_trans_name
ITM2A-205,hgnc_trans_name
6IAP,pdb
ENSE00002432152,ensembl_exon_id
LDHB-203,hgnc_trans_name
FAM107B-202,hgnc_trans_name
AB096960,embl
DQ927053,embl
ENSE00003141157,ensembl_exon_id
ENSE00003543679,ensembl_exon_id
QMP95197,protein_id
NM_002631,refseq_mrna
NM_001114183,refseq_mrna
AL954664,embl
ENSE00001828339,ensembl_exon_id
UPI00024671EF,uniparc
PTHR31954,hmmpanther
UPI000048A8D4,uniparc
URS00008B4870,rnacentral
ENSE00003840157,ensembl_exon_id
AAH96207,protein_id
uc032rjy.2,ucsc
ENSE00003646769,ensembl_exon_id
RTN4R-204,hgnc_trans_name
uc003yuo.4,ucsc
UPI00006634B5,uniparc
AVW83352,protein_id
MN016058,embl
NP_001341013,refseq_peptide
AMZ80473,protein_id
PF01422,pfam
8864,entrezgene_id
HLA-G-216,hgnc_trans_name
uc010yga.3,ucsc
uc002elt.3,ucsc
ENSE00003583688,ensembl_exon_id
H2AZ2P1-202,hgnc_trans_name
JX153838,embl
uc032apz.1,ucsc
ENSE00003772150,ensembl_exon_id
ENSE00001885894,ensembl_exon_id
ANA92521,protein_id
AAZ02316,protein_id
ENSE00003933101,ensembl_exon_id
ENSE00003564390,ensembl_exon_id
ENSE00003856582,ensembl_exon_id
CCDC65-205,hgnc_trans_name
AK291123,embl
AJV86914,protein_id
HGNC:25313,hgnc_id
BAB13377,protein_id
ENSE00003678561,ensembl_exon_id
A0A6Q8PFQ1,uniprotsptrembl
NP_001240804,refseq_peptide
ENSE00001086769,ensembl_exon_id
DNM2-212,hgnc_trans_name
ANO59414,protein_id
NM_001261831,refseq_mrna
ENSE00001651277,ensembl_exon_id
ENSE00003506957,ensembl_exon_id
ENSE00001367377,ensembl_exon_id
A0A024RB85,uniprotsptrembl
NP_997203,refseq_peptide
AGW66865,protein_id
CHCHD4,wikigene_name
LSM2-220,hgnc_trans_name
ENSE00003933042,ensembl_exon_id
uc061jzg.1,ucsc
DDO-203,hgnc_trans_name
ENSE00001011894,ensembl_exon_id
ENSE00003771981,ensembl_exon_id
ABR-253,hgnc_trans_name
URS000052A26C,rnacentral
AGW56799,protein_id
uc031vmw.2,ucsc
uc286jja.1,ucsc
ENSE00003468521,ensembl_exon_id
Q9BQE3,uniprotswissprot
URS000020A200,rnacentral
MH449079,embl
H0YNM0,uniprotsptrembl
X13347,embl
AGZ74072,protein_id
URS00008BCED1,rnacentral
ENSE00003643932,ensembl_exon_id
AAL35614,protein_id
AIU61995,protein_id
ENSE00003609502,ensembl_exon_id
TRIM73-201,hgnc_trans_name
ENSE00003734487,ensembl_exon_id
ENSE00001958188,ensembl_exon_id
ASH2LP2-201,hgnc_trans_name
H7C211,uniprotsptrembl
ENSE00001151931,ensembl_exon_id
QBX05193,protein_id
100616447,entrezgene_id
uc032hkm.2,ucsc
UPI00001415D7,uniparc
BC040488,embl
P02545-4,uniprot_isoform
ENSG00000283662,ensembl_gene_id
ENSE00001175066,ensembl_exon_id
UPI00017A7856,uniparc
ENSE00001490331,ensembl_exon_id
UPI0003EAE61D,uniparc
KT157791,embl
ENSE00001937826,ensembl_exon_id
ENSE00003571520,ensembl_exon_id
QIQ25205,protein_id
uc065brq.1,ucsc
ENSE00003508877,ensembl_exon_id
MT101852,embl
FCF1-207,hgnc_trans_name
ENSE00002399140,ensembl_exon_id
ENSE00003825321,ensembl_exon_id
F8W7U0,uniprotsptrembl
NM_001375448,refseq_mrna
NM_001172219,refseq_mrna
CLN8-221,hgnc_trans_name
uc031sib.3,ucsc
NP_079420,refseq_peptide
ENSE00003492205,ensembl_exon_id
LGALS4-210,hgnc_trans_name
UPI0001AE6EEA,uniparc
BT006915,embl
ENSE00003900977,ensembl_exon_id
X65148,embl
UPI000204AB9A,uniparc
ENSE00003808364,ensembl_exon_id
85415,entrezgene_id
IPR040947,interpro
NR_132995,refseq_ncrna
TAS2R7-202,hgnc_trans_name
uc064dbm.1,ucsc
AHW36991,protein_id
AEV46942,protein_id
ENSE00001213283,ensembl_exon_id
NEK6-209,hgnc_trans_name
CAB85490,protein_id
PTHR45678:SF11,hmmpanther
ENSE00003398588,ensembl_exon_id
uc060cwy.1,ucsc
ADP91788,protein_id
AP008735,embl
ENSE00001790153,ensembl_exon_id
uc062qxn.1,ucsc
CHRNA7-210,hgnc_trans_name
5192,entrezgene_id
NM_001382643,refseq_mrna
uc059iap.1,ucsc
AK314146,embl
uc288dcr.1,ucsc
NP_742076,refseq_peptide
PTHR22791:SF4,hmmpanther
ENSE00003678666,ensembl_exon_id
ENSG00000275107,ensembl_gene_id
ENSE00001848327,ensembl_exon_id
URS00006B57AD,rnacentral
BC130287,embl
uc284mue.1,ucsc
uc059qpe.1,ucsc
HGNC:20201,hgnc_id
QIH96205,protein_id
ENSE00003764970,ensembl_exon_id
uc062rqx.1,ucsc
TM9SF4,wikigene_name
ENSE00001699631,ensembl_exon_id
ENSE00001697125,ensembl_exon_id
TSPEAR-AS1-201,hgnc_trans_name
MSL3-227,hgnc_trans_name
ENSE00001862336,ensembl_exon_id
ENSE00002182373,ensembl_exon_id
MK476079,embl
AGZ07649,protein_id
ENSE00003791881,ensembl_exon_id
TMOD3-211,hgnc_trans_name
ENSE00001983889,ensembl_exon_id
A0A087WXY6,uniprotsptrembl
C9J911,uniprotsptrembl
AF171055,embl
ENSE00002040723,ensembl_exon_id
ENSE00003750250,ensembl_exon_id
ENSE00003562205,ensembl_exon_id
AK001303,embl
ENSE00001240969,ensembl_exon_id
AFF67703,protein_id
ENSE00003886754,ensembl_exon_id
UPI00194B487C,uniparc
Q6S5H5-4,uniprot_isoform
BAB70769,protein_id
MK248351,embl
CEP70-213,hgnc_trans_name
ENSE00001750708,ensembl_exon_id
ENSE00003715389,ensembl_exon_id
H3BSA0,uniprotsptrembl
CWC27-222,hgnc_trans_name
UPI000020ABCB,uniparc
uc002ozv.4,ucsc
ENSE00003809395,ensembl_exon_id
H0YHC3,uniprotsptrembl
AB058736,embl
uc057ols.1,ucsc
SIPA1L3-207,hgnc_trans_name
ENSE00003665148,ensembl_exon_id
ENSG00000185652,ensembl_gene_id
ENSE00003748385,ensembl_exon_id
ENSE00001681713,ensembl_exon_id
NM_001394893,refseq_mrna
ENSE00003926290,ensembl_exon_id
NR_030368,refseq_ncrna
QIQ60335,protein_id
FNIP2-205,hgnc_trans_name
IPR003064,interpro
ORC4-202,hgnc_trans_name
AC093885,embl
NM_001366770,refseq_mrna
uc060ayo.1,ucsc
MSH5-213,hgnc_trans_name
AAP30003,protein_id
ENSE00002611785,ensembl_exon_id
ENSG00000258808,ensembl_gene_id
ENSE00001955802,ensembl_exon_id
AB209563,embl
SLC11A2-218,hgnc_trans_name
ENSE00003870350,ensembl_exon_id
ASS00375,protein_id
hsa-mir-4697,mirbase_id
MK476383,embl
I04.012,merops
ENSE00002515793,ensembl_exon_id
NM_001306210,refseq_mrna
1C9H,pdb
HBXBP,uniprot_gn_symbol
HGNC:14693,hgnc_id
UPI0002840D5F,uniparc
uc062qhz.1,ucsc
TM9SF1-213,hgnc_trans_name
ENSE00003806517,ensembl_exon_id
uc288rzu.1,ucsc
CCDS42788,ccds
ENSE00003810272,ensembl_exon_id
Z83078,embl
ENSE00003529770,ensembl_exon_id
ENSE00001142728,ensembl_exon_id
ENSE00001704286,ensembl_exon_id
AYW04461,protein_id
RPL4P4-201,hgnc_trans_name
ENSE00003492048,ensembl_exon_id
ENSE00003920383,ensembl_exon_id
ENSE00001041094,ensembl_exon_id
O95983-1,uniprot_isoform
ENSE00003551923,ensembl_exon_id
NP_620048,refseq_peptide
uc061wcc.1,ucsc
ENSG00000011275,ensembl_gene_id
AOR49550,protein_id
AJU57581,protein_id
AY230136,embl
AAK17335,protein_id
AVA27836,protein_id
uc058nzq.1,ucsc
AHZ33913,protein_id
ENSE00003737724,ensembl_exon_id
ATL2-218,hgnc_trans_name
ENSE00003507560,ensembl_exon_id
ENSE00003621588,ensembl_exon_id
ENSG00000288379,ensembl_gene_id
ENSE00003504586,ensembl_exon_id
AHX44393,protein_id
NP_001153891,refseq_peptide
NR_002994,refseq_ncrna
TMIGD3-202,hgnc_trans_name
UPI000002B1A8,uniparc
ENSE00001673603,ensembl_exon_id
ENSE00003837865,ensembl_exon_id
ENSG00000274529,ensembl_gene_id
HGNC:39811,hgnc_id
ENSE00003691849,ensembl_exon_id
C9JWH6,uniprotsptrembl
ENSE00002399601,ensembl_exon_id
AK297261,embl
uc002zku.5,ucsc
ENSE00001823911,ensembl_exon_id
ENSE00003825894,ensembl_exon_id
ENSE00003851072,ensembl_exon_id
ENSE00003938454,ensembl_exon_id
PABPC1L-218,hgnc_trans_name
ENSE00002866924,ensembl_exon_id
AC183087,embl
Q9Y496,uniprotswissprot
UPI0001D3B82B,uniparc
CCDS9175,ccds
CCDS42559,ccds
AFO36896,protein_id
ENSE00003605125,ensembl_exon_id
ENSG00000267375,ensembl_gene_id
4833,entrezgene_id
URS00008C0FAC,rnacentral
ENSE00003813343,ensembl_exon_id
ENSE00002293357,ensembl_exon_id
AK292836,embl
ENSE00003922995,ensembl_exon_id
CARF-220,hgnc_trans_name
S4R2Z8,uniprotsptrembl
ENSE00003480687,ensembl_exon_id
PPP1R13B-201,hgnc_trans_name
ENSE00002515702,ensembl_exon_id
AYA84162,protein_id
LHX4-201,hgnc_trans_name
ENSE00003854786,ensembl_exon_id
IPR028440,interpro
CAG30265,protein_id
AF459633,embl
